Polling Station,Electors,Total votes,Valid votes,Invalid votes,Voter Turnout
Sum,7267,5500,5262,238,75.68%
0620,681,456,431,25,66.96%
0621,610,469,441,28,76.89%
0622,463,338,326,12,73.00%
0623,817,611,594,17,74.79%
0624,523,392,381,11,74.95%
0625,358,264,258,6,73.74%
0626,834,608,588,20,72.90%
0627,571,415,395,20,72.68%
0628,607,425,402,23,70.02%
0629,411,345,334,11,83.94%
0630,467,398,380,18,85.22%
0631,516,450,416,34,87.21%
0632,409,329,316,13,80.44%
